pptname,invariant,invariantType,variables,postmanAssertion,endpoint,tp,fp,enter,invariantDescription,Unnamed: 10,groups,api,group
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,"size(return.assignees[]) one of { 0, 1 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.assignees[..])),"pm.expect([0, 1, 0].includes(return_assignees_size_array)).to.be.true",get+groups_{id}_issues,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,assignees
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,input.per_page > return.assignee.id,daikon.inv.binary.twoScalar.IntGreaterThan,"(input.per_page, return.assignee.id)",pm.expect(input_per_page).to.be.greaterThan(return_assignee_id),get+groups_{id}_issues,1.0,,,Represents an invariant of > between two long scalars. Prints as x > y.,,,GitLab Issues API,assignee.id
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,input.assignee_id >= return.assignee.id,daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.assignee_id, return.assignee.id)",pm.expect(input_assignee_id).to.be.at.least(return_assignee_id),get+groups_{id}_issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignee.id
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,input.author_id >= size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.author_id, size(return.assignees[..]))",pm.expect(input_author_id).to.be.at.least(return_assignees_size_array),get+groups_{id}_issues,,1.0,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignees
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return._links.self is a substring of return._links.award_emoji,daikon.inv.binary.twoString.StdString$SubString,"(return._links.award_emoji, return._links.self)",pm.expect(return__links_award_emoji.includes(return__links_self)).to.be.true,get+groups_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,_links.self
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return._links.self is a substring of return._links.notes,daikon.inv.binary.twoString.StdString$SubString,"(return._links.notes, return._links.self)",pm.expect(return__links_notes.includes(return__links_self)).to.be.true,get+groups_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,_links.self
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return._links.project is a substring of return._links.self,daikon.inv.binary.twoString.StdString$SubString,"(return._links.project, return._links.self)",pm.expect(return__links_self.includes(return__links_project)).to.be.true,get+groups_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,_links.self
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return.assignee.username is a substring of return.assignee.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.assignee.web_url, return.assignee.username)",pm.expect(return_assignee_web_url.includes(return_assignee_username)).to.be.true,get+groups_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,assignee.web_url
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return.assignee.id >= size(input.assignee_username[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.assignee.id, size(input.assignee_username[..]))",pm.expect(return_assignee_id).to.be.at.least(input_assignee_username_size_array),get+groups_{id}_issues,,1.0,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignee.id
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return.assignee.id >= size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.assignee.id, size(return.assignees[..]))",pm.expect(return_assignee_id).to.be.at.least(return_assignees_size_array),get+groups_{id}_issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignee.id
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return.author.username is a substring of return.author.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.author.web_url, return.author.username)",pm.expect(return_author_web_url.includes(return_author_username)).to.be.true,get+groups_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,author.web_url
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return.author.id < return.id,daikon.inv.binary.twoScalar.IntLessThan,"(return.author.id, return.id)",pm.expect(return_author_id).to.be.lessThan(return_id),get+groups_{id}_issues,1.0,,,Represents an invariant of < between two long scalars. Prints as x < y.,,,GitLab Issues API,author.id
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return.author.id < return.project_id,daikon.inv.binary.twoScalar.IntLessThan,"(return.author.id, return.project_id)",pm.expect(return_author_id).to.be.lessThan(return_project_id),get+groups_{id}_issues,1.0,,,Represents an invariant of < between two long scalars. Prints as x < y.,,,GitLab Issues API,author.id
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return.author.id >= size(input.assignee_username[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.author.id, size(input.assignee_username[..]))",pm.expect(return_author_id).to.be.at.least(input_assignee_username_size_array),get+groups_{id}_issues,,1.0,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,author.id
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return.author.id >= size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.author.id, size(return.assignees[..]))",pm.expect(return_author_id).to.be.at.least(return_assignees_size_array),get+groups_{id}_issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,author.id
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return.closed_by.username is a substring of return.closed_by.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.closed_by.username, return.closed_by.web_url)",pm.expect(return_closed_by_web_url.includes(return_closed_by_username)).to.be.true,get+groups_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,closed_by.username
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return.downvotes <= return.time_stats.time_estimate,daikon.inv.binary.twoScalar.IntLessEqual,"(return.downvotes, return.time_stats.time_estimate)",pm.expect(return_downvotes).to.be.lte(return_time_stats_time_estimate),get+groups_{id}_issues,1.0,,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,,GitLab Issues API,downvotes
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return.downvotes <= return.time_stats.total_time_spent,daikon.inv.binary.twoScalar.IntLessEqual,"(return.downvotes, return.time_stats.total_time_spent)",pm.expect(return_downvotes).to.be.lte(return_time_stats_total_time_spent),get+groups_{id}_issues,1.0,,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,,GitLab Issues API,downvotes
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return.downvotes <= size(return.assignees[]),daikon.inv.binary.twoScalar.IntLessEqual,"(return.downvotes, size(return.assignees[..]))",pm.expect(return_downvotes).to.be.lte(return_assignees_size_array),get+groups_{id}_issues,1.0,,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,,GitLab Issues API,downvotes
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return.iid >= size(input.assignee_username[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.iid, size(input.assignee_username[..]))",pm.expect(return_iid).to.be.at.least(input_assignee_username_size_array),get+groups_{id}_issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,iid
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return.iid >= size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.iid, size(return.assignees[..]))",pm.expect(return_iid).to.be.at.least(return_assignees_size_array),get+groups_{id}_issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,iid
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return.references.relative is a substring of return.references.full,daikon.inv.binary.twoString.StdString$SubString,"(return.references.full, return.references.relative)",pm.expect(return_references_full.includes(return_references_relative)).to.be.true,get+groups_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,references.full
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,return.references.short is a substring of return.references.relative,daikon.inv.binary.twoString.StdString$SubString,"(return.references.relative, return.references.short)",pm.expect(return_references_relative.includes(return_references_short)).to.be.true,get+groups_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,references.relative
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT,size(input.assignee_username[]) >= size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(size(input.assignee_username[..]), size(return.assignees[..]))",pm.expect(input_assignee_username_size_array).to.be.at.least(return_assignees_size_array),get+groups_{id}_issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignees
/issues&/issues&get&200%array():::EXIT,size(return.array[]) >= 2,daikon.inv.unary.scalar.LowerBound,(size(return.array[..])),pm.expect(return_array_size_array).to.be.at.least(2),get+issues,,1.0,,"Represents the invariant x >= c, where c is a constant and x is a long scalar.",,,GitLab Issues API,array
/issues&/issues&get&200%array():::EXIT,input.per_page >= size(return.array[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.per_page, size(return.array[..]))",pm.expect(input_per_page).to.be.at.least(return_array_size_array),get+issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,array
/issues&/issues&get&200&assignees():::EXIT,LENGTH(return.avatar_url)==81,daikon.inv.unary.string.FixedLengthString,(return.avatar_url),pm.expect(return_avatar_url).to.have.length(81),get+issues,,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,assignees.avatar_url
/issues&/issues&get&200&assignees():::EXIT,return.avatar_url is Url,daikon.inv.unary.string.IsUrl,(return.avatar_url),"pm.expect(return_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",get+issues,1.0,,,Indicates that the value of a string variable is always a URL. Represented as x is Url.,,,GitLab Issues API,assignees.avatar_url
/issues&/issues&get&200&assignees():::EXIT,"return.state == ""active""",daikon.inv.unary.string.OneOfString,(return.state),"pm.expect([""active""].includes(return_state)).to.be.true",get+issues,,1.0,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,assignees.state
/issues&/issues&get&200&assignees():::EXIT,LENGTH(return.state)==6,daikon.inv.unary.string.FixedLengthString,(return.state),pm.expect(return_state).to.have.length(6),get+issues,,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,assignees.state
/issues&/issues&get&200&assignees():::EXIT,return.id >= 1,daikon.inv.unary.scalar.LowerBound,(return.id),pm.expect(return_id).to.be.at.least(1),get+issues,1.0,,,"Represents the invariant x >= c, where c is a constant and x is a long scalar.",,,GitLab Issues API,assignees.id
/issues&/issues&get&200&assignees():::EXIT,input.assignee_id >= return.id,daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.assignee_id, return.id)",pm.expect(input_assignee_id).to.be.at.least(return_id),get+issues,,1.0,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignees.id
/issues&/issues&get&200&assignees():::EXIT,return.username is a substring of return.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.web_url, return.username)",pm.expect(return_web_url.includes(return_username)).to.be.true,get+issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,assignees.web_url
/issues&/issues&get&200&assignees():::EXIT,return.id >= size(input.assignee_username[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.id, size(input.assignee_username[..]))",pm.expect(return_id).to.be.at.least(input_assignee_username_size_array),get+issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignees.id
/issues&/issues&get&200():::EXIT,input.confidential == return.confidential,daikon.inv.binary.twoScalar.IntEqual,"(input.confidential, return.confidential)",pm.expect(input_confidential).to.eql(return_confidential),get+issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,confidential
/issues&/issues&get&200():::EXIT,return.assignee.state == return.author.state,daikon.inv.binary.twoString.StringEqual,"(return.assignee.state, return.author.state)",pm.expect(return_assignee_state).to.eql(return_author_state),get+issues,1.0,,,Represents an invariant of == between two String scalars. Prints as x == y.,,,GitLab Issues API,assignee.state
/issues&/issues&get&200():::EXIT,return.assignee.state == return.closed_by.state,daikon.inv.binary.twoString.StringEqual,"(return.assignee.state, return.closed_by.state)",pm.expect(return_assignee_state).to.eql(return_closed_by_state),get+issues,1.0,,,Represents an invariant of == between two String scalars. Prints as x == y.,,,GitLab Issues API,assignee.state
/issues&/issues&get&200():::EXIT,return.author.state == return.closed_by.state,daikon.inv.binary.twoString.StringEqual,"(return.author.state, return.closed_by.state)",pm.expect(return_author_state).to.eql(return_closed_by_state),get+issues,1.0,,,Represents an invariant of == between two String scalars. Prints as x == y.,,,GitLab Issues API,author.state
/issues&/issues&get&200():::EXIT,return.downvotes == return.merge_requests_count,daikon.inv.binary.twoScalar.IntEqual,"(return.downvotes, return.merge_requests_count)",pm.expect(return_downvotes).to.eql(return_merge_requests_count),get+issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,downvotes
/issues&/issues&get&200():::EXIT,return.downvotes == return.task_completion_status.count,daikon.inv.binary.twoScalar.IntEqual,"(return.downvotes, return.task_completion_status.count)",pm.expect(return_downvotes).to.eql(return_task_completion_status_count),get+issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,downvotes
/issues&/issues&get&200():::EXIT,return.downvotes == return.task_completion_status.completed_count,daikon.inv.binary.twoScalar.IntEqual,"(return.downvotes, return.task_completion_status.completed_count)",pm.expect(return_downvotes).to.eql(return_task_completion_status_completed_count),get+issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,downvotes
/issues&/issues&get&200():::EXIT,return.downvotes == return.upvotes,daikon.inv.binary.twoScalar.IntEqual,"(return.downvotes, return.upvotes)",pm.expect(return_downvotes).to.eql(return_upvotes),get+issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,downvotes
/issues&/issues&get&200():::EXIT,return.downvotes == return.user_notes_count,daikon.inv.binary.twoScalar.IntEqual,"(return.downvotes, return.user_notes_count)",pm.expect(return_downvotes).to.eql(return_user_notes_count),get+issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,downvotes
/issues&/issues&get&200():::EXIT,return.iid == input.iids[][return.closed_by.id],daikon.inv.binary.twoScalar.IntEqual,"(return.iid, input.iids[][return.closed_by.id])",pm.expect(return_iid).to.eql(input_iids_return_closed_by_id),get+issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,iid
